GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,TRUSTA,RES_ONLYA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME,RP7E001
"G06007900126003","2005-2009",,,"California","06","San Luis Obispo County","079",,,"012600","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 126, San Luis Obispo County, California",383
"G06007900126004","2005-2009",,,"California","06","San Luis Obispo County","079",,,"012600","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 126, San Luis Obispo County, California",643
"G06007900126005","2005-2009",,,"California","06","San Luis Obispo County","079",,,"012600","5",,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 126, San Luis Obispo County, California",774
"G06007900127021","2005-2009",,,"California","06","San Luis Obispo County","079",,,"012702","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 127.02, San Luis Obispo County, California",343
"G06007900127022","2005-2009",,,"California","06","San Luis Obispo County","079",,,"012702","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 127.02, San Luis Obispo County, California",381
"G06007900127023","2005-2009",,,"California","06","San Luis Obispo County","079",,,"012702","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 127.02, San Luis Obispo County, California",365
"G06007900127024","2005-2009",,,"California","06","San Luis Obispo County","079",,,"012702","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 127.02, San Luis Obispo County, California",672
"G06007900127025","2005-2009",,,"California","06","San Luis Obispo County","079",,,"012702","5",,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 127.02, San Luis Obispo County, California",168
"G06007900127026","2005-2009",,,"California","06","San Luis Obispo County","079",,,"012702","6",,,,,,,,,,,,,,,,,,,,,,"Block Group 6, Census Tract 127.02, San Luis Obispo County, California",568
"G06007900127027","2005-2009",,,"California","06","San Luis Obispo County","079",,,"012702","7",,,,,,,,,,,,,,,,,,,,,,"Block Group 7, Census Tract 127.02, San Luis Obispo County, California",159
"G06007900127031","2005-2009",,,"California","06","San Luis Obispo County","079",,,"012703","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 127.03, San Luis Obispo County, California",1023
"G06007900127032","2005-2009",,,"California","06","San Luis Obispo County","079",,,"012703","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 127.03, San Luis Obispo County, California",934
"G06007900127033","2005-2009",,,"California","06","San Luis Obispo County","079",,,"012703","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 127.03, San Luis Obispo County, California",8
"G06007900127041","2005-2009",,,"California","06","San Luis Obispo County","079",,,"012704","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 127.04, San Luis Obispo County, California",1563
"G06007900127042","2005-2009",,,"California","06","San Luis Obispo County","079",,,"012704","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 127.04, San Luis Obispo County, California",666
"G06007900127043","2005-2009",,,"California","06","San Luis Obispo County","079",,,"012704","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 127.04, San Luis Obispo County, California",1399
"G06007900128001","2005-2009",,,"California","06","San Luis Obispo County","079",,,"012800","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 128, San Luis Obispo County, California",75
"G06008106001001","2005-2009",,,"California","06","San Mateo County","081",,,"600100","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6001, San Mateo County, California",850
"G06008106001002","2005-2009",,,"California","06","San Mateo County","081",,,"600100","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6001, San Mateo County, California",361
"G06008106001003","2005-2009",,,"California","06","San Mateo County","081",,,"600100","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 6001, San Mateo County, California",455
"G06008106002001","2005-2009",,,"California","06","San Mateo County","081",,,"600200","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6002, San Mateo County, California",449
"G06008106002002","2005-2009",,,"California","06","San Mateo County","081",,,"600200","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6002, San Mateo County, California",584
"G06008106003001","2005-2009",,,"California","06","San Mateo County","081",,,"600300","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6003, San Mateo County, California",580
"G06008106003002","2005-2009",,,"California","06","San Mateo County","081",,,"600300","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6003, San Mateo County, California",715
"G06008106004001","2005-2009",,,"California","06","San Mateo County","081",,,"600400","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6004, San Mateo County, California",980
"G06008106004002","2005-2009",,,"California","06","San Mateo County","081",,,"600400","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6004, San Mateo County, California",466
"G06008106004003","2005-2009",,,"California","06","San Mateo County","081",,,"600400","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 6004, San Mateo County, California",620
"G06008106004004","2005-2009",,,"California","06","San Mateo County","081",,,"600400","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 6004, San Mateo County, California",365
"G06008106005001","2005-2009",,,"California","06","San Mateo County","081",,,"600500","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6005, San Mateo County, California",501
"G06008106005002","2005-2009",,,"California","06","San Mateo County","081",,,"600500","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6005, San Mateo County, California",187
"G06008106005003","2005-2009",,,"California","06","San Mateo County","081",,,"600500","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 6005, San Mateo County, California",533
"G06008106005004","2005-2009",,,"California","06","San Mateo County","081",,,"600500","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 6005, San Mateo County, California",388
"G06008106005005","2005-2009",,,"California","06","San Mateo County","081",,,"600500","5",,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 6005, San Mateo County, California",561
"G06008106006001","2005-2009",,,"California","06","San Mateo County","081",,,"600600","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6006, San Mateo County, California",665
"G06008106006002","2005-2009",,,"California","06","San Mateo County","081",,,"600600","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6006, San Mateo County, California",838
"G06008106007001","2005-2009",,,"California","06","San Mateo County","081",,,"600700","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6007, San Mateo County, California",204
"G06008106007002","2005-2009",,,"California","06","San Mateo County","081",,,"600700","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6007, San Mateo County, California",387
"G06008106007003","2005-2009",,,"California","06","San Mateo County","081",,,"600700","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 6007, San Mateo County, California",251
"G06008106007004","2005-2009",,,"California","06","San Mateo County","081",,,"600700","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 6007, San Mateo County, California",333
"G06008106007005","2005-2009",,,"California","06","San Mateo County","081",,,"600700","5",,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 6007, San Mateo County, California",283
"G06008106007006","2005-2009",,,"California","06","San Mateo County","081",,,"600700","6",,,,,,,,,,,,,,,,,,,,,,"Block Group 6, Census Tract 6007, San Mateo County, California",616
"G06008106008001","2005-2009",,,"California","06","San Mateo County","081",,,"600800","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6008, San Mateo County, California",461
"G06008106008002","2005-2009",,,"California","06","San Mateo County","081",,,"600800","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6008, San Mateo County, California",1215
"G06008106008003","2005-2009",,,"California","06","San Mateo County","081",,,"600800","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 6008, San Mateo County, California",1115
"G06008106008004","2005-2009",,,"California","06","San Mateo County","081",,,"600800","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 6008, San Mateo County, California",261
"G06008106009001","2005-2009",,,"California","06","San Mateo County","081",,,"600900","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6009, San Mateo County, California",839
"G06008106009002","2005-2009",,,"California","06","San Mateo County","081",,,"600900","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6009, San Mateo County, California",733
"G06008106010001","2005-2009",,,"California","06","San Mateo County","081",,,"601000","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6010, San Mateo County, California",681
"G06008106010002","2005-2009",,,"California","06","San Mateo County","081",,,"601000","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6010, San Mateo County, California",436
"G06008106010003","2005-2009",,,"California","06","San Mateo County","081",,,"601000","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 6010, San Mateo County, California",819
"G06008106010004","2005-2009",,,"California","06","San Mateo County","081",,,"601000","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 6010, San Mateo County, California",221
"G06008106011001","2005-2009",,,"California","06","San Mateo County","081",,,"601100","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6011, San Mateo County, California",377
"G06008106011002","2005-2009",,,"California","06","San Mateo County","081",,,"601100","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6011, San Mateo County, California",325
"G06008106011003","2005-2009",,,"California","06","San Mateo County","081",,,"601100","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 6011, San Mateo County, California",501
"G06008106011004","2005-2009",,,"California","06","San Mateo County","081",,,"601100","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 6011, San Mateo County, California",376
"G06008106011005","2005-2009",,,"California","06","San Mateo County","081",,,"601100","5",,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 6011, San Mateo County, California",464
"G06008106012001","2005-2009",,,"California","06","San Mateo County","081",,,"601200","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6012, San Mateo County, California",856
"G06008106012002","2005-2009",,,"California","06","San Mateo County","081",,,"601200","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6012, San Mateo County, California",471
"G06008106012003","2005-2009",,,"California","06","San Mateo County","081",,,"601200","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 6012, San Mateo County, California",264
"G06008106012004","2005-2009",,,"California","06","San Mateo County","081",,,"601200","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 6012, San Mateo County, California",626
"G06008106013001","2005-2009",,,"California","06","San Mateo County","081",,,"601300","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6013, San Mateo County, California",1132
"G06008106013002","2005-2009",,,"California","06","San Mateo County","081",,,"601300","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6013, San Mateo County, California",667
"G06008106013003","2005-2009",,,"California","06","San Mateo County","081",,,"601300","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 6013, San Mateo County, California",712
"G06008106014001","2005-2009",,,"California","06","San Mateo County","081",,,"601400","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6014, San Mateo County, California",487
"G06008106014002","2005-2009",,,"California","06","San Mateo County","081",,,"601400","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6014, San Mateo County, California",810
"G06008106014003","2005-2009",,,"California","06","San Mateo County","081",,,"601400","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 6014, San Mateo County, California",666
"G06008106015011","2005-2009",,,"California","06","San Mateo County","081",,,"601501","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6015.01, San Mateo County, California",478
"G06008106015012","2005-2009",,,"California","06","San Mateo County","081",,,"601501","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6015.01, San Mateo County, California",585
"G06008106015013","2005-2009",,,"California","06","San Mateo County","081",,,"601501","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 6015.01, San Mateo County, California",284
"G06008106015021","2005-2009",,,"California","06","San Mateo County","081",,,"601502","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6015.02, San Mateo County, California",1281
"G06008106015022","2005-2009",,,"California","06","San Mateo County","081",,,"601502","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6015.02, San Mateo County, California",504
"G06008106016011","2005-2009",,,"California","06","San Mateo County","081",,,"601601","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6016.01, San Mateo County, California",449
"G06008106016012","2005-2009",,,"California","06","San Mateo County","081",,,"601601","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6016.01, San Mateo County, California",567
"G06008106016031","2005-2009",,,"California","06","San Mateo County","081",,,"601603","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6016.03, San Mateo County, California",1413
"G06008106016032","2005-2009",,,"California","06","San Mateo County","081",,,"601603","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6016.03, San Mateo County, California",628
"G06008106016041","2005-2009",,,"California","06","San Mateo County","081",,,"601604","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6016.04, San Mateo County, California",129
"G06008106016042","2005-2009",,,"California","06","San Mateo County","081",,,"601604","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6016.04, San Mateo County, California",1074
"G06008106016051","2005-2009",,,"California","06","San Mateo County","081",,,"601605","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6016.05, San Mateo County, California",303
"G06008106016052","2005-2009",,,"California","06","San Mateo County","081",,,"601605","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6016.05, San Mateo County, California",292
"G06008106016053","2005-2009",,,"California","06","San Mateo County","081",,,"601605","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 6016.05, San Mateo County, California",601
"G06008106016054","2005-2009",,,"California","06","San Mateo County","081",,,"601605","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 6016.05, San Mateo County, California",568
"G06008106017001","2005-2009",,,"California","06","San Mateo County","081",,,"601700","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6017, San Mateo County, California",284
"G06008106017002","2005-2009",,,"California","06","San Mateo County","081",,,"601700","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6017, San Mateo County, California",575
"G06008106017003","2005-2009",,,"California","06","San Mateo County","081",,,"601700","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 6017, San Mateo County, California",532
"G06008106018001","2005-2009",,,"California","06","San Mateo County","081",,,"601800","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6018, San Mateo County, California",1248
"G06008106018002","2005-2009",,,"California","06","San Mateo County","081",,,"601800","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6018, San Mateo County, California",909
"G06008106019001","2005-2009",,,"California","06","San Mateo County","081",,,"601900","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6019, San Mateo County, California",1170
"G06008106019002","2005-2009",,,"California","06","San Mateo County","081",,,"601900","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6019, San Mateo County, California",1586
"G06008106019003","2005-2009",,,"California","06","San Mateo County","081",,,"601900","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 6019, San Mateo County, California",336
"G06008106019004","2005-2009",,,"California","06","San Mateo County","081",,,"601900","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 6019, San Mateo County, California",385
"G06008106020001","2005-2009",,,"California","06","San Mateo County","081",,,"602000","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6020, San Mateo County, California",973
